Time,Temperature
3.014942207935942,1.3443872928619385
3.046300627649165,1.237479329109192
8.054231669,1.3892312049865725
13.061940870118017,1.358199954032898
18.07339534383008,1.206448674201965
23.08086317564122,1.375421404838562
28.08850423928467,1.2823253870010376
33.096149537484024,1.2823253870010376
38.10367010876411,1.3133562803268433
43.11123110080506,1.3271689414978027
48.118760911116205,1.251294732093811
53.13275534844959,1.3271689414978027
58.14016620623589,1.3443872928619385
63.14784384104394,1.3271689414978027
68.15544525384577,1.2961409091949463
73.16301240524076,1.3271689414978027
78.17065924327862,1.2961409091949463
83.17824371785684,1.265113115310669
88.18573618708415,1.3271689414978027
93.1933071880754,1.265113115310669
98.20093824276854,1.2961409091949463
103.20862781132504,1.2961409091949463
108.21618225905232,1.2340853214263916
113.22373786165852,1.265113115310669
118.23117643653798,1.1892393827438354
123.23874743752926,1.265113115310669
128.24632190315717,1.082336664199829
133.2538686516919,1.1582120656967163
138.26164984063973,1.1271876096725464
143.26899602520862,1.1271876096725464
148.27663246933653,1.1892393827438354
153.28422194838993,1.2030606269836426
158.29175753309548,1.1892393827438354
163.29947674354327,1.1582120656967163
168.30687335782335,1.2030606269836426
173.3144809299792,1.1271876096725464
178.32206694439594,1.1271876096725464
183.3296036839804,1.2340853214263916
188.33717968944683,1.1271876096725464
193.34490351941017,1.172036051750183
198.35229474425543,1.2030606269836426
203.359977,1.2030606269836426
208.3674564,1.2030606269836426
213.3750254553721,1.1582120656967163
218.3826241734565,1.172036051750183
223.39030681273977,1.172036051750183
228.39774885225583,1.1271876096725464
233.4053163886105,1.2030606269836426
238.41295437257693,1.0961633920669556
243.4204637800278,1.172036051750183
248.42805056436384,1.172036051750183
253.43560154745447,1.1271876096725464
258.44318563707304,1.0961633920669556
263.4508963784091,1.1271876096725464
268.45845352085377,1.2030606269836426
273.46594175552514,1.172036051750183
278.47350698212205,1.0961633920669556
283.48109684613496,1.0961633920669556
288.4886478292256,1.172036051750183
293.49622344973244,1.0651392936706543
298.5038892,1.0961633920669556
303.5113793102616,1.0961633920669556
308.5189245189578,1.172036051750183
313.52649551994904,1.172036051750183
318.5340314896143,1.0961633920669556
323.5415763133509,1.0961633920669556
328.5491507789788,1.0961633920669556
333.5567475722651,1.1410115957260132
338.56431818829674,1.1099872589111328
343.57189188400537,1.1410115957260132
348.57942284919545,1.0789660215377808
353.5870412002209,1.034115433692932
358.59462336504134,1.0789660215377808
363.60241302310095,1.0651392936706543
368.6097511235176,1.1099872589111328
373.6173255891456,1.0789660215377808
378.6248950502984,1.0479450225830078
383.63246759112815,1.0479450225830078
388.6401028803771,1.0789660215377808
393.6477921,1.0030945539474487
398.6552029217603,1.0479450225830078
403.6651941639288,1.0789660215377808
408.6727289787151,1.0030945539474487
413.6802988248275,1.0479450225830078
418.6821189139456,1.0479450225830078
423.6898527528593,0.9720737934112548
428.6974218290524,1.0169270038604736
433.7048669482456,1.0789660215377808
438.7061700365842,1.0479450225830078
443.7138676892928,1.0479450225830078
448.7213389857406,1.0169270038604736
453.7288772651636,0.9720737934112548
458.7300602460985,0.985909104
463.7376196983009,1.0169270038604736
468.7452430538015,1.0169270038604736
473.7527651649201,0.9720737934112548
478.7603992992902,0.9720737934112548
483.7679456628654,0.9410561323165894
488.7754893317231,0.9720737934112548
493.7830942091615,0.9720737934112548
498.7906328735441,1.0479450225830078
503.79822466235527,1.0479450225830078
508.8057667913745,0.9410561323165894
513.8133435667602,0.9720737934112548
518.8209111031148,0.9720737934112548
523.8284409134259,1.0479450225830078
528.8359734184545,0.9410561323165894
533.8436514382222,0.9410561323165894
538.8512001,0.9410561323165894
543.8587718824656,1.0169270038604736
548.866354,0.9410561323165894
553.8739154242866,0.9410561323165894
558.8815457090606,0.9410561323165894
563.8890847584026,1.0479450225830078
568.8966322768567,0.8341662287712097
573.9042279152641,0.9720737934112548
578.9117950666591,0.8203312158584595
583.9195570076256,0.9410561323165894
588.9269601662193,0.8651832938194275
593.9344895915708,0.8341662287712097
598.9421441288011,0.8651832938194275
603.9520564542461,0.8341662287712097
608.9596301499547,0.7893143892288208
613.9671052959989,0.9410561323165894
618.9746643632417,0.8962005972862244
623.9822415235869,0.8203312158584595
628.9899630437925,0.8962005972862244
633.9974712963646,0.8962005972862244
639.0050157351415,0.7893143892288208
644.0126209975396,0.9410561323165894
649.0202332,0.9100386500358582
654.0277541454508,0.8651832938194275
659.0353309208364,0.8341662287712097
664.0428988421507,0.8341662287712097
669.0504713829805,0.7893143892288208
674.0580489282854,0.7582976818084717
679.0656276284691,0.8341662287712097
684.0731890054698,0.8203312158584595
689.0807638560573,0.8031492829322815
694.0883410164026,0.7101024389266968
699.0959116324342,0.7134464979171753
704.1034922574163,0.7893143892288208
709.1113134821652,0.7582976818084717
714.1186388789143,0.7893143892288208
719.1262171941385,0.7893143892288208
724.1337781861795,0.7582976818084717
729.1414273,0.6962648630142212
734.1489571442862,0.7582976818084717
739.1565308399948,0.7582976818084717
744.1641711,0.7272812128067017
749.1716574435923,0.7582976818084717
754.1791722404781,0.8031492829322815
759.1868109943639,0.7272812128067017
764.1943904644667,0.6824302077293396
769.2019472219516,0.651414156
774.2094820367381,0.651414156
779.2170634316393,0.7582976818084717
784.2247460709226,0.7272812128067017
789.2322177523299,0.651414156
794.2398160854548,0.7272812128067017
799.2475403003778,0.6824302077293396
