Time,Temperature
0.0,26.890987
0.0001,26.887879
0.0002,26.892541
0.0003,26.889433
0.0004,26.909631
0.0005,26.906524
0.0006,26.911185
0.0007,26.908077
0.0008,26.889433
0.0009,26.894094
0.001,26.906523
0.0011,26.906523
0.0012,26.906523
0.0013,26.898755
0.0014,26.906523
0.0015,26.87545
0.0016,26.890987
0.0017,26.898755
0.0018,26.898755
0.0019,26.92206
0.002,26.92206
0.0021,26.906524
0.0022,26.914292
0.0023,26.906524
0.0024,26.92206
0.0025,26.92206
0.0026,26.937597
0.0027,26.929829
0.0028,26.914292
0.0029,26.914292
0.003,26.906524
0.0031,26.898756
0.0032,26.898756
0.0033,26.883219
0.0034,26.898756
0.0035,26.883219
0.0036,26.898756
0.0037,26.890987
0.0038,26.883219
0.0039,26.883219
0.004,26.883219
0.0041,26.890987
0.0042,26.914292
0.0043,26.92206
0.0044,26.929829
0.0045,26.92206
0.0046,26.929829
0.0047,26.914292
0.0048,26.914292
0.0049,26.92206
0.005,26.929829
0.0051,26.937597
0.0052,26.929829
0.0053,26.906524
0.0054,26.906524
0.0055,26.898756
0.0056,26.898756
0.0057,26.898756
0.0058,26.898756
0.0059,26.890987
0.006,26.883219
0.0061,26.875451
0.0062,26.867683
0.0063,26.867683
0.0064,26.867683
0.0065,26.859914
0.0066,26.875451
0.0067,26.875451
0.0068,26.867683
0.0069,26.867683
0.007,26.883219
0.0071,26.890987
0.0072,26.898756
0.0073,26.898756
0.0074,26.898756
0.0075,26.906524
0.0076,26.906524
0.0077,26.906524
0.0078,26.906524
0.0079,26.906524
0.008,26.906524
0.0081,26.898756
0.0082,26.890987
0.0083,26.883219
0.0084,26.883219
0.0085,26.890987
0.0086,26.883219
0.0087,26.875451
0.0088,26.875451
0.0089,26.867683
0.009,26.875451
0.0091,26.859914
0.0092,26.859914
0.0093,26.867683
0.0094,26.859914
0.0095,26.867683
0.0096,26.859914
0.0097,26.859914
0.0098,26.867683
0.0099,26.852146
0.01,26.875451
0.0101,26.859914
0.0102,26.875451
0.0103,26.875451
0.0104,26.859914
0.0105,26.875451
0.0106,26.867683
0.0107,26.875451
0.0108,26.883219
0.0109,26.883219
0.011,26.906524
0.0111,26.890987
0.0112,26.906524
0.0113,26.906524
0.0114,26.906524
0.0115,26.92206
0.0116,26.914292
0.0117,26.929829
0.0118,26.929829
0.0119,26.929829
0.012,26.937597
0.0121,26.92206
0.0122,26.929829
0.0123,26.92206
0.0124,26.92206
0.0125,26.92206
0.0126,26.92206
0.0127,26.92206
0.0128,26.914292
0.0129,26.914292
0.013,26.906524
0.0131,26.898756
0.0132,26.898756
0.0133,26.898756
0.0134,26.898756
0.0135,26.898756
0.0136,26.906524
0.0137,26.898756
0.0138,26.906524
0.0139,26.906524
0.014,26.898756
0.0141,26.906524
0.0142,26.898756
0.0143,26.906524
0.0144,26.898756
0.0145,26.898756
0.0146,26.898756
0.0147,26.898756
0.0148,26.898756
0.0149,26.890987
0.015,26.883219
0.0151,26.883219
0.0152,26.875451
0.0153,26.906524
0.0154,26.898756
0.0155,26.898756
0.0156,26.906524
0.0157,26.898756
0.0158,26.906524
0.0159,26.906524
0.016,26.898756
0.0161,26.898756
0.0162,26.906524
0.0163,26.906524
0.0164,26.883219
0.0165,26.883219
0.0166,26.875451
0.0167,26.875451
0.0168,26.875451
0.0169,26.859914
0.017,26.867683
0.0171,26.875451
0.0172,26.875451
0.0173,26.875451
0.0174,26.867683
0.0175,26.875451
0.0176,26.883219
0.0177,26.898756
